secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
1,42,93,0.006,14.1984,0,220,-4,4.459,51.5876,0,-16.6667,13,0,47,0,0,0,0,0,0,0,0
2,47,93,0.01,16.0992,0,247,-4,4.45903,51.5876,0,0,13,0,47,0,0,0,0,0,0,0,0
3,55,94,0.015,16.4988,0,242,-4,4.45906,51.5875,0,0,13,0,48,0,0,0,0,0,0,0,0
4,57,95,0.02,17.1972,0,178,-4,4.45909,51.5875,0,0,13,0,47,0,0,0,0,0,0,0,0
5,61,96,0.025,17.7984,0,138,-4,4.45912,51.5874,0,0,13,0,49,0,0,0,0,0,0,0,0
6,63,98,0.03,18.3996,0,69,-4,4.45915,51.5874,0,0,13,0,56,0,0,0,0,0,0,0,0
7,65,98,0.035,18.3996,0,69,-4,4.45918,51.5874,0,0,13,0,-255,0,0,0,0,0,0,0,0
8,65,99,0.039,16.6968,0,69,-4,4.4592,51.5873,0,0,13,0,-255,0,0,0,0,0,0,0,0
9,65,100,0.044,15.9984,0,69,-4,4.45924,51.5873,0,0,13,0,-255,0,0,0,0,0,0,0,0
10,65,100,0.048,15.7968,0,69,-4,4.45927,51.5873,0,-1.66667,13,0,-255,0,0,0,0,0,0,0,0
11,56,100,0.053,15.7968,0,268,-4,4.45931,51.5872,0,0,13,0,61,0,0,0,0,0,0,0,0
12,60,100,0.06,16.4988,0,363,-4,4.45936,51.5872,0,0,13,0,48,0,0,0,0,0,0,0,0
13,63,100,0.066,20.898,0,231,-4,4.45939,51.5871,0,0,13,0,64,0,0,0,0,0,0,0,0
14,62,100,0.072,22.0968,0,139,-4,4.45942,51.5871,0,0,13,0,57,0,0,0,0,0,0,0,0
15,84,100,0.08,24.498,0,202,-4,4.45945,51.587,0,0,13,0,44,0,0,0,0,0,0,0,0
16,80,100,0.087,25.2,0,211,-4,4.45949,51.5869,0,0,13,0,44,0,0,0,0,0,0,0,0
17,77,100,0.094,25.4988,0,207,-4,4.45951,51.5869,0,0,13,0,43,0,0,0,0,0,0,0,0
18,77,100,0.102,25.6968,0,206,-4,4.45954,51.5868,0,0,13,0,46,0,0,0,0,0,0,0,0
19,77,100,0.109,25.9992,0,206,-4,4.45956,51.5867,0,0,13,0,46,0,0,0,0,0,0,0,0
20,79,100,0.117,26.1972,0,217,-4,4.45957,51.5867,0,0,13,0,47,0,0,0,0,0,0,0,0
21,80,100,0.124,25.9992,0,112,-4,4.45959,51.5866,0,0,13,0,49,0,0,0,0,0,0,0,0
22,81,100,0.131,25.2972,0,87,-4,4.4596,51.5865,0,0,13,0,47,0,0,0,0,0,0,0,0
23,85,100,0.138,24.3972,0,189,-4,4.4596,51.5865,0,0,13,0,47,0,0,0,0,0,0,0,0
24,82,101,0.146,24.3972,0,128,-4,4.4596,51.5864,0,0,13,0,34,0,0,0,0,0,0,0,0
25,82,101,0.153,24.3972,0,128,-5,4.45961,51.5863,0,-1.42857,13,0,34,0,0,0,0,0,0,0,0
26,82,102,0.16,24.6996,0,128,-5,4.45962,51.5863,0,-1.42857,13,0,34,0,0,0,0,0,0,0,0
27,0,103,0.167,24.3,0,0,-5,4.45962,51.5862,0,-1.42857,13,0,34,0,0,0,0,0,0,0,0
28,0,103,0.173,24.0984,0,0,-4,4.45962,51.5862,0,0.238095,13,0,34,0,0,0,0,0,0,0,0
29,0,103,0.18,23.2992,0,0,-4,4.45962,51.5861,0,0.238095,13,0,-255,0,0,0,0,0,0,0,0
30,0,105,0.187,22.9968,0,0,-4,4.45962,51.586,0,0.238095,13,0,-255,0,0,0,0,0,0,0,0
31,0,106,0.193,22.2984,0,0,-4,4.45963,51.586,0,0.238095,13,0,-255,0,0,0,0,0,0,0,0
32,0,106,0.199,22.1976,0,0,-4,4.45964,51.5859,0,0.238095,13,0,-255,0,0,0,0,0,0,0,0
33,57,107,0.205,21.6972,0,104,-5,4.45963,51.5859,0,-1.42857,13,0,6,0,0,0,0,0,0,0,0
34,58,107,0.211,21.3984,0,116,-5,4.45964,51.5858,0,-1.42857,13,0,30,0,0,0,0,0,0,0,0
35,56,108,0.218,20.898,0,50,-4,4.45964,51.5858,0,1.42857,13,0,46,0,0,0,0,0,0,0,0
36,54,108,0.224,20.898,0,50,-4,4.45964,51.5857,0,1.42857,13,0,-255,0,0,0,0,0,0,0,0
37,44,108,0.23,20.1996,0,121,-4,4.45966,51.5857,0,1.42857,13,0,24,0,0,0,0,0,0,0,0
38,44,108,0.236,20.1996,0,121,-4,4.45971,51.5856,0,-0.238095,13,0,24,0,0,0,0,0,0,0,0
39,57,108,0.243,21.6,0,258,-4,4.45975,51.5856,0,-0.238095,13,0,41,0,0,0,0,0,0,0,0
40,58,107,0.248,21.6,0,339,-4,4.45977,51.5855,0,-0.238095,13,0,43,0,0,0,0,0,0,0,0
41,64,107,0.255,22.5,0,340,-4,4.45981,51.5854,0,-0.238095,13,0,46,0,0,0,0,0,0,0,0
42,64,106,0.262,22.698,0,340,-4,4.45983,51.5854,0,-0.238095,13,0,46,0,0,0,0,0,0,0,0
43,69,105,0.269,23.8968,0,331,-4,4.45986,51.5853,0,1.42857,13,0,48,0,0,0,0,0,0,0,0
44,72,105,0.277,24.0984,0,309,-4,4.45988,51.5853,0,1.42857,13,0,51,0,0,0,0,0,0,0,0
45,75,105,0.285,25.4988,0,285,-4,4.45989,51.5852,0,0,13,0,50,0,0,0,0,0,0,0,0
46,75,105,0.292,25.4988,0,285,-4,4.45992,51.5851,0,0,13,0,50,0,0,0,0,0,0,0,0
47,75,107,0.299,26.6976,0,283,-4,4.45993,51.5851,0,0,13,0,51,0,0,0,0,0,0,0,0
48,78,109,0.308,26.7984,0,279,-4,4.45996,51.585,0,0,13,0,51,0,0,0,0,0,0,0,0
49,81,111,0.315,27.3996,0,257,-3,4.45998,51.5849,0,1.42857,13,0,50,0,0,0,0,0,0,0,0
50,81,113,0.324,27.3996,0,243,-3,4.46,51.5848,0,1.42857,13,0,51,0,0,0,0,0,0,0,0
51,81,114,0.332,27.3996,0,243,-3,4.46001,51.5848,0,1.42857,13,0,51,0,0,0,0,0,0,0,0
52,82,116,0.34,28.5984,0,256,-3,4.46002,51.5847,0,1.42857,13,0,49,0,0,0,0,0,0,0,0
53,83,118,0.348,28.5984,0,228,-3,4.46003,51.5846,0,1.42857,13,0,46,0,0,0,0,0,0,0,0
54,83,118,0.356,28.4976,0,170,-3,4.46005,51.5846,0,1.42857,13,0,48,0,0,0,0,0,0,0,0
55,83,118,0.364,27.9972,0,124,-3,4.46005,51.5845,0,1.42857,13,0,45,0,0,0,0,0,0,0,0
56,81,119,0.371,26.8992,0,99,-3,4.46005,51.5844,0,1.42857,13,0,44,0,0,0,0,0,0,0,0
57,78,119,0.378,26.5968,0,56,-3,4.46005,51.5844,0,1.42857,13,0,53,0,0,0,0,0,0,0,0
58,78,119,0.384,24.9984,0,56,-4,4.46006,51.5843,0,-0.238095,13,0,53,0,0,0,0,0,0,0,0
59,78,119,0.39,21.6972,0,56,-4,4.46009,51.5843,0,-1.66667,13,0,53,0,0,0,0,0,0,0,0
60,66,119,0.398,21.6972,0,162,-4,4.46011,51.5842,0,-1.66667,13,0,25,0,0,0,0,0,0,0,0
61,67,119,0.405,22.0968,0,301,-4,4.46013,51.5841,0,-1.66667,13,0,39,0,0,0,0,0,0,0,0
62,67,118,0.412,24.9984,0,388,-4,4.46014,51.5841,0,-1.66667,13,0,49,0,0,0,0,0,0,0,0
63,68,118,0.419,25.2972,0,329,-4,4.46014,51.584,0,-1.66667,13,0,50,0,0,0,0,0,0,0,0
64,72,117,0.424,24.9984,0,260,-4,4.46015,51.584,0,-1.66667,13,0,50,0,0,0,0,0,0,0,0
65,81,117,0.431,25.5996,0,170,-4,4.46016,51.5839,0,-1.66667,13,0,47,0,0,0,0,0,0,0,0
66,82,117,0.438,22.9968,0,116,-4,4.46016,51.5838,0,-1.66667,13,0,42,0,0,0,0,0,0,0,0
67,77,117,0.446,23.4972,0,71,-4,4.46016,51.5838,0,-1.66667,13,0,46,0,0,0,0,0,0,0,0
68,77,117,0.452,22.5972,0,71,-4,4.46018,51.5837,0,0,13,0,46,0,0,0,0,0,0,0,0
69,0,118,0.459,22.5,0,0,-4,4.46021,51.5836,0,0,13,0,46,0,0,0,0,0,0,0,0
70,0,118,0.463,18.4968,0,0,-4,4.46025,51.5836,0,0,13,0,46,0,0,0,0,0,0,0,0
71,0,118,0.467,14.6988,0,0,-4,4.4603,51.5836,0,0,13,0,-255,0,0,0,0,0,0,0,0
72,0,118,0.472,14.6988,0,0,-4,4.46036,51.5836,0,0,13,0,-255,0,0,0,0,0,0,0,0
73,0,117,0.477,15.6996,0,0,-4,4.46042,51.5835,0,0,13,0,-255,0,0,0,0,0,0,0,0
74,49,116,0.483,16.5996,0,197,-4,4.46045,51.5835,0,0,13,0,38,0,0,0,0,0,0,0,0
75,55,115,0.489,18.2988,0,200,-4,4.46043,51.5834,0,0,13,0,45,0,0,0,0,0,0,0,0
76,65,114,0.495,20.7,0,240,-4,4.46042,51.5834,0,0,13,0,45,0,0,0,0,0,0,0,0
77,66,113,0.501,22.1976,0,231,-4,4.46043,51.5833,0,0,13,0,45,0,0,0,0,0,0,0,0
78,68,112,0.509,22.5,0,265,-4,4.46045,51.5833,0,0,13,0,48,0,0,0,0,0,0,0,0
79,70,112,0.514,22.5,0,203,-4,4.46044,51.5832,0,0,13,0,43,0,0,0,0,0,0,0,0
80,71,111,0.519,21.1968,0,71,-4,4.46042,51.5832,0,0,13,0,41,0,0,0,0,0,0,0,0
81,70,111,0.524,21.0996,0,71,-4,4.46042,51.5831,0,0,13,0,-255,0,0,0,0,0,0,0,0
82,48,112,0.53,19.998,0,71,-4,4.46041,51.5831,0,0,13,0,-255,0,0,0,0,0,0,0,0
83,48,113,0.534,18.9972,0,71,-4,4.46041,51.583,0,0,13,0,-255,0,0,0,0,0,0,0,0
84,0,113,0.539,18.7992,0,0,-4,4.46043,51.583,0,0,13,0,-255,0,0,0,0,0,0,0,0
85,0,114,0.543,15.9984,0,0,-4,4.46044,51.583,0,0,13,0,-255,0,0,0,0,0,0,0,0
86,0,113,0.548,15.498,0,0,-4,4.46045,51.5829,0,0,13,0,-255,0,0,0,0,0,0,0,0
87,0,113,0.552,15.498,0,0,-4,4.46044,51.5829,0,0,13,0,-255,0,0,0,0,0,0,0,0
88,51,112,0.559,18.5976,0,378,-4,4.46044,51.5828,0,0,13,0,54,0,0,0,0,0,0,0,0
89,57,111,0.564,19.6992,0,382,-4,4.46043,51.5828,0,0,13,0,52,0,0,0,0,0,0,0,0
90,62,109,0.571,21.9996,0,341,-4,4.46041,51.5827,0,0,13,0,49,0,0,0,0,0,0,0,0
91,67,108,0.578,23.0976,0,350,-5,4.4604,51.5826,0,-1.42857,13,0,48,0,0,0,0,0,0,0,0
92,77,108,0.585,23.7996,0,330,-5,4.4604,51.5826,0,-1.42857,13,0,46,0,0,0,0,0,0,0,0
93,81,109,0.592,25.2972,0,297,-5,4.46039,51.5825,0,-1.42857,13,0,47,0,0,0,0,0,0,0,0
94,83,109,0.6,25.7976,0,301,-5,4.46038,51.5825,0,-1.42857,13,0,46,0,0,0,0,0,0,0,0
95,84,111,0.607,27.0972,0,289,-5,4.46036,51.5824,0,-1.42857,13,0,48,0,0,0,0,0,0,0,0
96,88,113,0.615,28.3968,0,300,-5,4.46033,51.5823,0,-1.42857,13,0,46,0,0,0,0,0,0,0,0
97,90,114,0.624,29.3976,0,302,-5,4.4603,51.5822,0,-1.42857,13,0,46,0,0,0,0,0,0,0,0
98,93,115,0.632,29.898,0,296,-5,4.46026,51.5822,0,-1.42857,13,0,45,0,0,0,0,0,0,0,0
99,93,117,0.641,31.0968,0,256,-5,4.46023,51.5821,0,-1.42857,13,0,48,0,0,0,0,0,0,0,0
100,90,118,0.649,31.2984,0,242,-5,4.46019,51.582,0,-1.42857,13,0,48,0,0,0,0,0,0,0,0
101,84,119,0.658,31.3992,0,245,-5,4.46016,51.5819,0,0,13,0,47,0,0,0,0,0,0,0,0
102,82,119,0.667,31.2984,0,259,-5,4.46014,51.5819,0,0,13,0,49,0,0,0,0,0,0,0,0
103,82,120,0.677,31.3992,0,273,-5,4.46014,51.5818,0,0,13,0,47,0,0,0,0,0,0,0,0
104,82,120,0.685,32.0976,0,313,-4,4.46014,51.5817,0,1.25,13,0,45,0,0,0,0,0,0,0,0
105,83,120,0.693,32.0976,0,344,-4,4.46015,51.5816,0,1.25,13,0,46,0,0,0,0,0,0,0,0
106,83,121,0.702,31.8996,0,350,-4,4.46016,51.5816,0,1.25,13,0,47,0,0,0,0,0,0,0,0
107,83,122,0.711,31.8996,0,359,-4,4.46018,51.5815,0,1.25,13,0,46,0,0,0,0,0,0,0,0
108,83,123,0.721,31.8996,0,349,-4,4.46021,51.5814,0,1.25,13,0,45,0,0,0,0,0,0,0,0
109,84,123,0.73,32.6988,0,333,-4,4.46023,51.5813,0,1.25,13,0,45,0,0,0,0,0,0,0,0
110,84,123,0.741,32.6988,0,330,-4,4.46026,51.5812,0,1.25,13,0,46,0,0,0,0,0,0,0,0
111,85,124,0.751,34.2,0,330,-4,4.4603,51.5811,0,1.25,13,0,45,0,0,0,0,0,0,0,0
112,86,125,0.76,34.2,0,315,-4,4.46033,51.581,0,1.25,13,0,45,0,0,0,0,0,0,0,0
113,86,126,0.771,34.8984,0,322,-4,4.46037,51.5809,0,1.25,13,0,45,0,0,0,0,0,0,0,0
114,86,126,0.78,33.6996,0,340,-4,4.46041,51.5809,0,0,13,0,45,0,0,0,0,0,0,0,0
115,87,126,0.789,34.2972,0,344,-4,4.46045,51.5808,0,0,13,0,45,0,0,0,0,0,0,0,0
116,86,127,0.799,34.2972,0,329,-4,4.46049,51.5807,0,0,13,0,45,0,0,0,0,0,0,0,0
117,86,128,0.808,34.2972,0,330,-4,4.46054,51.5806,0,0,13,0,45,0,0,0,0,0,0,0,0
118,86,130,0.818,33.9984,0,333,-4,4.46059,51.5805,0,0,13,0,46,0,0,0,0,0,0,0,0
119,87,130,0.828,33.8976,0,326,-4,4.46063,51.5805,0,0,13,0,46,0,0,0,0,0,0,0,0
120,88,130,0.838,33.9984,0,321,-4,4.46068,51.5804,0,0,13,0,46,0,0,0,0,0,0,0,0
121,89,131,0.846,34.0992,0,316,-4,4.46073,51.5803,0,0,13,0,45,0,0,0,0,0,0,0,0
122,89,131,0.855,34.398,0,314,-4,4.46078,51.5802,0,0,13,0,45,0,0,0,0,0,0,0,0
123,89,132,0.865,34.4988,0,330,-4,4.46084,51.5802,0,0,13,0,45,0,0,0,0,0,0,0,0
124,90,133,0.874,34.4988,0,354,-4,4.46089,51.5801,0,0,13,0,45,0,0,0,0,0,0,0,0
125,89,133,0.883,34.4988,0,374,-4,4.46094,51.58,0,0,13,0,44,0,0,0,0,0,0,0,0
126,89,133,0.893,34.398,0,385,-4,4.46099,51.5799,0,0,13,0,45,0,0,0,0,0,0,0,0
127,90,134,0.901,34.2972,0,387,-4,4.46103,51.5798,0,0,13,0,45,0,0,0,0,0,0,0,0
128,90,134,0.911,34.398,0,383,-4,4.46109,51.5798,0,0,13,0,47,0,0,0,0,0,0,0,0
129,90,135,0.921,34.4988,0,370,-4,4.46115,51.5797,0,0,13,0,48,0,0,0,0,0,0,0,0
130,90,135,0.93,34.4988,0,343,-4,4.4612,51.5796,0,0,13,0,47,0,0,0,0,0,0,0,0
131,90,135,0.94,34.7976,0,253,-4,4.46127,51.5795,0,0,13,0,47,0,0,0,0,0,0,0,0
132,89,136,0.949,34.2,0,102,-4,4.46132,51.5795,0,0,13,0,51,0,0,0,0,0,0,0,0
133,81,137,0.958,33.498,0,101,-4,4.46137,51.5794,0,0,13,0,31,0,0,0,0,0,0,0,0
134,76,137,0.967,33.1992,0,231,-4,4.46142,51.5793,0,0,13,0,49,0,0,0,0,0,0,0,0
135,81,137,0.976,33.498,0,353,-4,4.46146,51.5792,0,0,13,0,35,0,0,0,0,0,0,0,0
136,84,137,0.985,32.4,0,323,-4,4.4615,51.5792,0,0,13,0,40,0,0,0,0,0,0,0,0
137,85,137,0.993,33.7968,0,327,-4,4.46155,51.5791,0,0,13,0,44,0,0,0,0,0,0,0,0
138,84,137,1.002,32.4972,0,318,-4,4.4616,51.579,0,0,13,0,42,0,0,0,0,0,0,0,0
139,86,138,1.012,33.7968,0,327,-4,4.46165,51.5789,0,0,13,0,43,0,0,0,0,0,0,0,0
140,87,138,1.022,33.8976,0,340,-4,4.4617,51.5788,0,0,13,0,43,0,0,0,0,0,0,0,0
141,88,138,1.031,34.4988,0,328,-4,4.46175,51.5788,0,0,13,0,44,0,0,0,0,0,0,0,0
142,89,138,1.041,34.4988,0,319,-4,4.46181,51.5787,0,0,13,0,43,0,0,0,0,0,0,0,0
143,90,139,1.05,34.4988,0,319,-4,4.46186,51.5786,0,0,13,0,45,0,0,0,0,0,0,0,0
144,90,139,1.06,34.2972,0,318,-4,4.46191,51.5785,0,0,13,0,45,0,0,0,0,0,0,0,0
145,89,140,1.069,34.2972,0,324,-4,4.46196,51.5785,0,0,13,0,45,0,0,0,0,0,0,0,0
146,89,140,1.078,34.4988,0,323,-4,4.46201,51.5784,0,0,13,0,45,0,0,0,0,0,0,0,0
147,89,140,1.088,34.4988,0,329,-4,4.46205,51.5783,0,0,13,0,44,0,0,0,0,0,0,0,0
148,89,139,1.097,34.4988,0,341,-3,4.46209,51.5782,0,1.11111,13,0,45,0,0,0,0,0,0,0,0
149,89,139,1.107,33.8976,0,354,-3,4.46212,51.5781,0,1.11111,13,0,44,0,0,0,0,0,0,0,0
150,90,140,1.117,34.4988,0,338,-3,4.46216,51.578,0,1.11111,13,0,45,0,0,0,0,0,0,0,0
151,90,141,1.126,34.0992,0,204,-3,4.4622,51.578,0,1.11111,13,0,49,0,0,0,0,0,0,0,0
152,81,141,1.136,34.0992,0,61,-3,4.46222,51.5779,0,1.11111,13,0,36,0,0,0,0,0,0,0,0
153,65,141,1.144,32.7996,0,61,-3,4.46225,51.5778,0,1.11111,13,0,-255,0,0,0,0,0,0,0,0
154,53,141,1.152,30.798,0,61,-3,4.46227,51.5777,0,1.11111,13,0,-255,0,0,0,0,0,0,0,0
155,47,141,1.161,30.798,0,61,-3,4.46231,51.5777,0,1.11111,13,0,-255,0,0,0,0,0,0,0,0
156,46,140,1.168,29.5992,0,61,-3,4.46234,51.5776,0,1.11111,13,0,-255,0,0,0,0,0,0,0,0
157,46,140,1.176,28.5984,0,61,-3,4.46237,51.5775,0,1.11111,13,0,-255,0,0,0,0,0,0,0,0
158,52,140,1.181,24.498,0,61,-3,4.46239,51.5775,0,0,13,0,-255,0,0,0,0,0,0,0,0
159,52,139,1.186,20.9988,0,61,-3,4.4624,51.5774,0,0,13,0,-255,0,0,0,0,0,0,0,0
160,0,139,1.191,16.7976,0,0,-3,4.46242,51.5774,0,0,13,0,-255,0,0,0,0,0,0,0,0
161,0,138,1.194,14.8968,0,0,-3,4.46244,51.5774,0,0,13,0,-255,0,0,0,0,0,0,0,0
162,0,138,1.198,13.0968,0,0,-3,4.46244,51.5773,0,0,13,0,-255,0,0,0,0,0,0,0,0
163,0,137,1.202,11.7972,0,0,-4,4.46246,51.5773,0,0,13,0,-255,0,0,0,0,0,0,0,0
164,0,136,1.204,11.2968,0,0,-4,4.46246,51.5773,0,0,13,0,-255,0,0,0,0,0,0,0,0
165,0,134,1.207,11.2968,0,0,-4,4.46248,51.5773,0,0,13,0,-255,0,0,0,0,0,0,0,0
166,0,132,1.211,11.5992,0,0,-4,4.46248,51.5772,0,0,13,0,-255,0,0,0,0,0,0,0,0
167,41,131,1.214,12.1968,0,22,-4,4.46249,51.5772,0,0,13,0,41,0,0,0,0,0,0,0,0
168,43,129,1.217,12.1968,0,64,-4,4.46249,51.5772,0,0,13,0,59,0,0,0,0,0,0,0,0
169,44,129,1.22,12.1968,0,50,-4,4.4625,51.5771,0,0,13,0,67,0,0,0,0,0,0,0,0
170,44,128,1.224,12.0996,0,22,-4,4.46252,51.5771,0,0,13,0,62,0,0,0,0,0,0,0,0
171,39,127,1.227,11.7972,0,39,-4,4.46254,51.5771,0,0,13,0,50,0,0,0,0,0,0,0,0
172,39,127,1.231,11.9988,0,39,-4,4.46256,51.577,0,0,13,0,50,0,0,0,0,0,0,0,0
173,55,126,1.234,11.9988,0,20,-4,4.46258,51.577,0,0,13,0,12,0,0,0,0,0,0,0,0
174,57,125,1.238,11.9988,0,22,-4,4.4626,51.577,0,0,13,0,13,0,0,0,0,0,0,0,0
175,58,124,1.242,13.0968,0,19,-4,4.46262,51.577,0,0,13,0,25,0,0,0,0,0,0,0,0
176,59,122,1.246,11.898,0,19,-4,4.46264,51.5769,0,0,13,0,-255,0,0,0,0,0,0,0,0
177,57,121,1.249,11.4984,0,19,-4,4.46266,51.5769,0,0,13,0,-255,0,0,0,0,0,0,0,0
178,57,119,1.252,11.4984,0,19,-4,4.46268,51.5769,0,0,13,0,-255,0,0,0,0,0,0,0,0
179,57,118,1.255,10.3968,0,19,-4,4.4627,51.5769,0,0,13,0,-255,0,0,0,0,0,0,0,0
180,57,117,1.258,10.3968,0,19,-4,4.46273,51.5768,0,0,13,0,-255,0,0,0,0,0,0,0,0
181,56,115,1.263,10.8,0,45,-4,4.46276,51.5768,0,0,13,0,-255,0,0,0,0,0,0,0,0
182,55,114,1.267,11.7,0,62,-4,4.46279,51.5768,0,0,13,0,-255,0,0,0,0,0,0,0,0
183,55,111,1.27,12.0996,0,55,-4,4.46282,51.5767,0,0,13,0,57,0,0,0,0,0,0,0,0
184,57,109,1.274,11.898,0,50,-4,4.46284,51.5767,0,0,13,0,51,0,0,0,0,0,0,0,0
185,57,106,1.278,11.898,0,47,-4,4.46287,51.5767,0,0,13,0,51,0,0,0,0,0,0,0,0
